transaction_id,Month Name,Day Name,Hour,Month,Day of Week
146341,June,Wednesday,7,6,2
146862,June,Wednesday,13,6,2
146884,June,Wednesday,14,6,2
146896,June,Wednesday,14,6,2
146939,June,Wednesday,14,6,2
147089,June,Wednesday,16,6,2
147209,June,Wednesday,17,6,2
147482,June,Thursday,9,6,3
147520,June,Thursday,9,6,3
147792,June,Thursday,12,6,3
148043,June,Thursday,16,6,3
149421,June,Friday,19,6,4
80666,May,Monday,11,5,0
81671,May,Tuesday,11,5,1
82476,May,Tuesday,19,5,1
82865,May,Wednesday,12,5,2
82883,May,Wednesday,12,5,2
82886,May,Wednesday,12,5,2
83495,May,Wednesday,18,5,2
83840,May,Thursday,11,5,3
84042,May,Thursday,13,5,3
84105,May,Thursday,14,5,3
84443,May,Thursday,17,5,3
84461,May,Thursday,18,5,3
84864,May,Friday,11,5,4
84926,May,Friday,12,5,4
85147,May,Friday,14,5,4
85189,May,Friday,14,5,4
85396,May,Friday,16,5,4
85657,May,Friday,19,5,4
86066,May,Saturday,13,5,5
87333,May,Sunday,12,5,6
87517,May,Sunday,16,5,6
87601,May,Sunday,18,5,6
88248,May,Monday,10,5,0
88313,May,Monday,11,5,0
88392,May,Monday,12,5,0
88459,May,Monday,13,5,0
88592,May,Monday,15,5,0
88721,May,Monday,16,5,0
88884,May,Monday,19,5,0
89168,May,Tuesday,8,5,1
89201,May,Tuesday,8,5,1
89296,May,Tuesday,9,5,1
89621,May,Tuesday,12,5,1
90139,May,Wednesday,7,5,2
90480,May,Wednesday,9,5,2
90883,May,Wednesday,14,5,2
91547,May,Thursday,9,5,3
91589,May,Thursday,9,5,3
92137,May,Thursday,17,5,3
92201,May,Thursday,19,5,3
93940,May,Saturday,10,5,5
94229,May,Saturday,16,5,5
94304,May,Saturday,17,5,5
94563,May,Sunday,8,5,6
95249,May,Sunday,14,5,6
95638,May,Monday,7,5,0
95935,May,Monday,9,5,0
96150,May,Monday,10,5,0
96416,May,Monday,15,5,0
96458,May,Monday,15,5,0
97523,May,Tuesday,13,5,1
97759,May,Tuesday,17,5,1
98266,May,Wednesday,9,5,2
98318,May,Wednesday,9,5,2
98321,May,Wednesday,9,5,2
99379,May,Thursday,9,5,3
99628,May,Thursday,11,5,3
99775,May,Thursday,14,5,3
100005,May,Thursday,18,5,3
100263,May,Friday,7,5,4
100580,May,Friday,9,5,4
100602,May,Friday,9,5,4
100790,May,Friday,10,5,4
101094,May,Friday,15,5,4
101452,May,Saturday,8,5,5
101509,May,Saturday,8,5,5
101687,May,Saturday,9,5,5
101725,May,Saturday,9,5,5
101903,May,Saturday,10,5,5
101940,May,Saturday,10,5,5
101988,May,Saturday,10,5,5
102011,May,Saturday,11,5,5
102170,May,Saturday,14,5,5
102381,May,Saturday,19,5,5
102552,May,Sunday,8,5,6
102947,May,Sunday,10,5,6
103715,May,Monday,8,5,0
103981,May,Monday,10,5,0
104032,May,Monday,11,5,0
104044,May,Monday,11,5,0
105261,May,Tuesday,12,5,1
105264,May,Tuesday,12,5,1
105341,May,Tuesday,14,5,1
105415,May,Tuesday,15,5,1
105501,May,Tuesday,16,5,1
105504,May,Tuesday,16,5,1
105520,May,Tuesday,16,5,1
106566,May,Wednesday,16,5,2
106620,May,Wednesday,16,5,2
107041,May,Thursday,8,5,3
107051,May,Thursday,8,5,3
107375,May,Thursday,11,5,3
107909,May,Friday,7,5,4
108357,May,Friday,10,5,4
108643,May,Friday,15,5,4
108668,May,Friday,15,5,4
108856,May,Friday,18,5,4
109559,May,Saturday,11,5,5
109893,May,Saturday,16,5,5
110047,May,Saturday,19,5,5
110628,May,Sunday,13,5,6
110644,May,Sunday,14,5,6
110655,May,Sunday,14,5,6
110692,May,Sunday,14,5,6
110842,May,Sunday,16,5,6
110988,May,Sunday,17,5,6
111239,May,Monday,9,5,0
111266,May,Monday,9,5,0
111505,May,Monday,12,5,0
111521,May,Monday,13,5,0
111616,May,Monday,14,5,0
111747,May,Monday,16,5,0
112409,May,Tuesday,9,5,1
112563,May,Tuesday,10,5,1
112889,May,Tuesday,16,5,1
112929,May,Tuesday,17,5,1
113495,May,Wednesday,10,5,2
113873,May,Wednesday,16,5,2
113996,May,Wednesday,19,5,2
34517,March,Thursday,11,3,3
35048,March,Thursday,19,3,3
35299,March,Friday,12,3,4
35301,March,Friday,12,3,4
35371,March,Friday,13,3,4
35515,March,Friday,15,3,4
35929,March,Saturday,11,3,5
36103,March,Saturday,14,3,5
36315,March,Saturday,18,3,5
36560,March,Sunday,11,3,6
36741,March,Sunday,14,3,6
36767,March,Sunday,14,3,6
36836,March,Sunday,15,3,6
36892,March,Sunday,16,3,6
38050,March,Tuesday,10,3,1
38661,March,Wednesday,10,3,2
38757,March,Wednesday,12,3,2
38950,March,Wednesday,16,3,2
39067,March,Wednesday,19,3,2
39409,March,Thursday,10,3,3
40803,March,Saturday,9,3,5
40830,March,Saturday,9,3,5
41173,March,Saturday,17,3,5
41230,March,Saturday,19,3,5
41954,March,Monday,7,3,0
42212,March,Monday,10,3,0
42452,March,Monday,14,3,0
42583,March,Monday,17,3,0
42746,March,Tuesday,8,3,1
43015,March,Tuesday,10,3,1
43608,March,Wednesday,9,3,2
43909,March,Wednesday,15,3,2
43949,March,Wednesday,16,3,2
44765,March,Thursday,18,3,3
44935,March,Friday,7,3,4
45078,March,Friday,9,3,4
45103,March,Friday,9,3,4
45106,March,Friday,9,3,4
45702,March,Saturday,8,3,5
45839,March,Saturday,9,3,5
45860,March,Saturday,10,3,5
46205,March,Saturday,18,3,5
46339,March,Sunday,7,3,6
46652,March,Sunday,10,3,6
46815,March,Sunday,15,3,6
47022,March,Monday,7,3,0
47064,March,Monday,8,3,0
47145,March,Monday,8,3,0
47232,March,Monday,9,3,0
47333,March,Monday,10,3,0
47362,March,Monday,10,3,0
47499,March,Monday,14,3,0
47523,March,Monday,14,3,0
47659,March,Monday,19,3,0
47759,March,Tuesday,8,3,1
48004,March,Tuesday,10,3,1
48638,March,Wednesday,10,3,2
49382,March,Thursday,11,3,3
49461,March,Thursday,14,3,3
49518,March,Thursday,15,3,3
49581,March,Thursday,16,3,3
49602,March,Thursday,17,3,3
50318,March,Friday,16,3,4
50422,March,Friday,19,3,4
50594,March,Saturday,8,3,5
50671,March,Saturday,9,3,5
51151,March,Sunday,7,3,6
51637,March,Sunday,15,3,6
51868,March,Monday,8,3,0
52039,March,Monday,9,3,0
52195,March,Monday,11,3,0
52413,March,Monday,16,3,0
52585,March,Tuesday,7,3,1
52892,March,Tuesday,14,3,1
52911,March,Tuesday,14,3,1
53087,March,Tuesday,17,3,1
53448,March,Wednesday,13,3,2
54005,March,Thursday,9,3,3
54902,March,Friday,16,3,4
54933,March,Friday,17,3,4
55201,April,Saturday,11,4,5
56930,April,Monday,12,4,0
56950,April,Monday,12,4,0
57671,April,Tuesday,11,4,1
57982,April,Tuesday,16,4,1
58420,April,Wednesday,11,4,2
58634,April,Wednesday,14,4,2
58665,April,Wednesday,14,4,2
58744,April,Wednesday,15,4,2
58821,April,Wednesday,16,4,2
59017,April,Wednesday,19,4,2
60181,April,Friday,10,4,4
60546,April,Friday,18,4,4
61023,April,Saturday,10,4,5
61150,April,Saturday,12,4,5
61208,April,Saturday,13,4,5
61416,April,Saturday,16,4,5
61545,April,Saturday,19,4,5
61751,April,Sunday,8,4,6
61774,April,Sunday,8,4,6
61805,April,Sunday,9,4,6
61859,April,Sunday,9,4,6
62119,April,Sunday,12,4,6
62279,April,Sunday,16,4,6
62810,April,Monday,9,4,0
65091,April,Thursday,7,4,3
65430,April,Thursday,10,4,3
65704,April,Thursday,14,4,3
65780,April,Thursday,16,4,3
65979,April,Friday,8,4,4
66333,April,Friday,10,4,4
67447,April,Saturday,15,4,5
68364,April,Sunday,13,4,6
68544,April,Sunday,17,4,6
68568,April,Sunday,18,4,6
69639,April,Tuesday,8,4,1
70097,April,Tuesday,14,4,1
70282,April,Tuesday,18,4,1
70461,April,Wednesday,7,4,2
70715,April,Wednesday,9,4,2
70870,April,Wednesday,10,4,2
71452,April,Thursday,8,4,3
71687,April,Thursday,10,4,3
71712,April,Thursday,10,4,3
71771,April,Thursday,11,4,3
71900,April,Thursday,14,4,3
72053,April,Thursday,19,4,3
72054,April,Thursday,19,4,3
72183,April,Friday,8,4,4
73064,April,Saturday,8,4,5
73252,April,Saturday,10,4,5
73834,April,Sunday,7,4,6
74412,April,Sunday,16,4,6
74472,April,Sunday,17,4,6
74779,April,Monday,8,4,0
75266,April,Monday,16,4,0
75441,April,Monday,19,4,0
75655,April,Tuesday,8,4,1
75743,April,Tuesday,9,4,1
76184,April,Tuesday,17,4,1
76778,April,Wednesday,11,4,2
76992,April,Wednesday,15,4,2
77025,April,Wednesday,16,4,2
77160,April,Wednesday,18,4,2
77985,April,Thursday,16,4,3
78134,April,Thursday,19,4,3
78569,April,Friday,13,4,4
78583,April,Friday,14,4,4
78594,April,Friday,14,4,4
78621,April,Friday,14,4,4
78845,April,Friday,17,4,4
79049,April,Saturday,9,4,5
79226,April,Saturday,12,4,5
79312,April,Saturday,14,4,5
79411,April,Saturday,16,4,5
79996,April,Sunday,10,4,6
80065,April,Sunday,10,4,6
80078,April,Sunday,11,4,6
80265,April,Sunday,15,4,6
1360,January,Tuesday,13,1,1
1655,January,Tuesday,18,1,1
1884,January,Wednesday,13,1,2
1918,January,Wednesday,13,1,2
2047,January,Wednesday,16,1,2
2104,January,Wednesday,17,1,2
2113,January,Wednesday,18,1,2
2328,January,Thursday,11,1,3
2353,January,Thursday,12,1,3
2621,January,Thursday,16,1,3
3525,January,Saturday,10,1,5
3719,January,Saturday,15,1,5
3781,January,Saturday,18,1,5
4388,January,Sunday,19,1,6
4614,January,Monday,9,1,0
4673,January,Monday,10,1,0
6104,January,Wednesday,19,1,2
6948,January,Friday,10,1,4
7341,January,Saturday,8,1,5
7373,January,Saturday,8,1,5
7718,January,Saturday,14,1,5
8087,January,Sunday,9,1,6
8224,January,Sunday,10,1,6
8384,January,Sunday,15,1,6
8406,January,Sunday,15,1,6
9099,January,Monday,17,1,0
9380,January,Tuesday,9,1,1
9825,January,Wednesday,8,1,2
10627,January,Thursday,10,1,3
10759,January,Thursday,15,1,3
10985,January,Friday,8,1,4
11085,January,Friday,9,1,4
11223,January,Friday,11,1,4
11295,January,Friday,14,1,4
11375,January,Friday,17,1,4
12859,January,Monday,11,1,0
13041,January,Monday,17,1,0
13079,January,Monday,17,1,0
13335,January,Tuesday,9,1,1
13722,January,Tuesday,19,1,1
13856,January,Wednesday,8,1,2
14040,January,Wednesday,11,1,2
14233,January,Wednesday,17,1,2
14741,January,Thursday,15,1,3
14765,January,Thursday,16,1,3
14883,January,Thursday,19,1,3
15360,January,Friday,16,1,4
15448,January,Friday,19,1,4
15718,January,Saturday,14,1,5
15744,January,Saturday,14,1,5
16002,January,Sunday,9,1,6
16024,January,Sunday,9,1,6
16280,January,Sunday,16,1,6
16462,January,Monday,7,1,0
16690,January,Monday,12,1,0
16751,January,Monday,14,1,0
16868,January,Monday,19,1,0
17044,January,Tuesday,9,1,1
17167,January,Tuesday,11,1,1
17186,January,Tuesday,12,1,1
18041,February,Thursday,12,2,3
18445,February,Thursday,19,2,3
18651,February,Friday,12,2,4
19001,February,Friday,18,2,4
19218,February,Saturday,11,2,5
19297,February,Saturday,13,2,5
19796,February,Sunday,12,2,6
19935,February,Sunday,14,2,6
19989,February,Sunday,15,2,6
20038,February,Sunday,16,2,6
20930,February,Tuesday,10,2,1
20985,February,Tuesday,10,2,1
21110,February,Tuesday,16,2,1
21164,February,Tuesday,18,2,1
21205,February,Tuesday,19,2,1
21515,February,Wednesday,11,2,2
21603,February,Wednesday,13,2,2
21728,February,Wednesday,16,2,2
21989,February,Thursday,9,2,3
22028,February,Thursday,9,2,3
22085,February,Thursday,10,2,3
22208,February,Thursday,12,2,3
22650,February,Friday,9,2,4
23267,February,Saturday,9,2,5
23530,February,Saturday,17,2,5
24692,February,Monday,16,2,0
24736,February,Monday,17,2,0
25246,February,Tuesday,14,2,1
25873,February,Wednesday,15,2,2
25906,February,Wednesday,16,2,2
26463,February,Thursday,13,2,3
26597,February,Thursday,18,2,3
27152,February,Friday,18,2,4
27337,February,Saturday,8,2,5
27638,February,Saturday,14,2,5
28067,February,Sunday,9,2,6
28341,February,Sunday,15,2,6
28560,February,Monday,8,2,0
28577,February,Monday,8,2,0
28768,February,Monday,10,2,0
28796,February,Monday,10,2,0
28816,February,Monday,10,2,0
28847,February,Monday,11,2,0
29010,February,Monday,17,2,0
29047,February,Monday,19,2,0
29160,February,Tuesday,8,2,1
30029,February,Wednesday,14,2,2
30322,February,Thursday,7,2,3
30598,February,Thursday,14,2,3
30634,February,Thursday,15,2,3
30686,February,Thursday,16,2,3
30989,February,Friday,9,2,4
31377,February,Friday,19,2,4
31532,February,Saturday,8,2,5
32391,February,Sunday,15,2,6
33188,February,Monday,19,2,0
33192,February,Monday,19,2,0
33494,February,Tuesday,14,2,1
33516,February,Tuesday,14,2,1
33587,February,Tuesday,16,2,1
459,January,Sunday,17,1,6
1171,January,Tuesday,9,1,1
1180,January,Tuesday,9,1,1
1314,January,Tuesday,12,1,1
1512,January,Tuesday,16,1,1
1554,January,Tuesday,16,1,1
1839,January,Wednesday,12,1,2
1897,January,Wednesday,13,1,2
1940,January,Wednesday,14,1,2
2078,January,Wednesday,17,1,2
2298,January,Thursday,10,1,3
2304,January,Thursday,11,1,3
2347,January,Thursday,11,1,3
2807,January,Friday,9,1,4
2863,January,Friday,11,1,4
3184,January,Friday,17,1,4
4302,January,Sunday,16,1,6
4640,January,Monday,9,1,0
5585,January,Wednesday,6,1,2
5680,January,Wednesday,8,1,2
5813,January,Wednesday,9,1,2
6047,January,Wednesday,17,1,2
6343,January,Thursday,9,1,3
6582,January,Thursday,17,1,3
7328,January,Saturday,8,1,5
7729,January,Saturday,15,1,5
7873,January,Sunday,6,1,6
8290,January,Sunday,12,1,6
8323,January,Sunday,13,1,6
9148,January,Tuesday,6,1,1
10068,January,Wednesday,11,1,2
10086,January,Wednesday,12,1,2
10097,January,Wednesday,12,1,2
10479,January,Thursday,9,1,3
12058,January,Sunday,6,1,6
12163,January,Sunday,8,1,6
13236,January,Tuesday,8,1,1
13912,January,Wednesday,9,1,2
14309,January,Thursday,6,1,3
14685,January,Thursday,13,1,3
14831,January,Thursday,17,1,3
14849,January,Thursday,18,1,3
15108,January,Friday,10,1,4
15208,January,Friday,11,1,4
15609,January,Saturday,10,1,5
15981,January,Sunday,8,1,6
16332,January,Sunday,17,1,6
16651,January,Monday,10,1,0
17544,February,Wednesday,13,2,2
17801,February,Wednesday,17,2,2
18513,February,Friday,9,2,4
18859,February,Friday,16,2,4
18903,February,Friday,16,2,4
19374,February,Saturday,14,2,5
19512,February,Saturday,17,2,5
19722,February,Sunday,10,2,6
19745,February,Sunday,10,2,6
20028,February,Sunday,16,2,6
20258,February,Monday,11,2,0
20573,February,Monday,17,2,0
20579,February,Monday,17,2,0
21655,February,Wednesday,14,2,2
22916,February,Friday,15,2,4
23031,February,Saturday,6,2,5
23145,February,Saturday,8,2,5
23285,February,Saturday,9,2,5
23811,February,Sunday,9,2,6
24108,February,Sunday,17,2,6
24820,February,Tuesday,8,2,1
25211,February,Tuesday,12,2,1
26528,February,Thursday,15,2,3
26785,February,Friday,8,2,4
26916,February,Friday,10,2,4
26968,February,Friday,11,2,4
27579,February,Saturday,12,2,5
27603,February,Saturday,12,2,5
28008,February,Sunday,9,2,6
28040,February,Sunday,9,2,6
28063,February,Sunday,9,2,6
29351,February,Tuesday,10,2,1
29597,February,Tuesday,18,2,1
29640,February,Wednesday,6,2,2
29912,February,Wednesday,11,2,2
30344,February,Thursday,8,2,3
30732,February,Thursday,18,2,3
30887,February,Friday,8,2,4
31403,February,Saturday,6,2,5
31568,February,Saturday,9,2,5
31767,February,Saturday,13,2,5
32071,February,Sunday,8,2,6
32992,February,Monday,13,2,0
33283,February,Tuesday,8,2,1
33500,February,Tuesday,14,2,1
33808,March,Wednesday,9,3,2
34153,March,Wednesday,15,3,2
34288,March,Wednesday,17,3,2
34585,March,Thursday,12,3,3
35128,March,Friday,9,3,4
35589,March,Friday,16,3,4
36030,March,Saturday,13,3,5
36519,March,Sunday,10,3,6
36534,March,Sunday,10,3,6
36549,March,Sunday,11,3,6
37128,March,Monday,9,3,0
37594,March,Monday,17,3,0
37713,March,Tuesday,6,3,1
38647,March,Wednesday,10,3,2
38816,March,Wednesday,13,3,2
38854,March,Wednesday,14,3,2
38934,March,Wednesday,16,3,2
39328,March,Thursday,9,3,3
39649,March,Thursday,14,3,3
40474,March,Friday,17,3,4
40826,March,Saturday,9,3,5
41508,March,Sunday,9,3,6
42416,March,Monday,13,3,0
42687,March,Tuesday,8,3,1
43127,March,Tuesday,12,3,1
43852,March,Wednesday,13,3,2
44281,March,Thursday,8,3,3
44670,March,Thursday,15,3,3
44695,March,Thursday,16,3,3
44811,March,Friday,6,3,4
45018,March,Friday,8,3,4
45357,March,Friday,13,3,4
46484,March,Sunday,9,3,6
46632,March,Sunday,10,3,6
47164,March,Monday,8,3,0
47406,March,Monday,10,3,0
47999,March,Tuesday,10,3,1
48663,March,Wednesday,11,3,2
48695,March,Wednesday,11,3,2
49034,March,Thursday,6,3,3
49139,March,Thursday,8,3,3
49372,March,Thursday,11,3,3
49621,March,Thursday,17,3,3
49648,March,Thursday,18,3,3
49833,March,Friday,8,3,4
50426,March,Saturday,6,3,5
50814,March,Saturday,12,3,5
50856,March,Saturday,12,3,5
51113,March,Sunday,6,3,6
51548,March,Sunday,13,3,6
51603,March,Sunday,14,3,6
51733,March,Sunday,18,3,6
52077,March,Monday,10,3,0
52215,March,Monday,11,3,0
52293,March,Monday,13,3,0
52722,March,Tuesday,10,3,1
53231,March,Wednesday,8,3,2
54210,March,Thursday,13,3,3
55087,April,Saturday,9,4,5
56058,April,Sunday,12,4,6
56107,April,Sunday,13,4,6
56176,April,Sunday,13,4,6
56739,April,Monday,9,4,0
57211,April,Monday,16,4,0
57776,April,Tuesday,13,4,1
57843,April,Tuesday,14,4,1
57855,April,Tuesday,14,4,1
57894,April,Tuesday,15,4,1
58408,April,Wednesday,11,4,2
58454,April,Wednesday,11,4,2
58806,April,Wednesday,16,4,2
59091,April,Thursday,9,4,3
59185,April,Thursday,11,4,3
59647,April,Thursday,17,4,3
61285,April,Saturday,14,4,5
61395,April,Saturday,16,4,5
61861,April,Sunday,9,4,6
61896,April,Sunday,9,4,6
62232,April,Sunday,14,4,6
63176,April,Monday,15,4,0
63190,April,Monday,16,4,0
63227,April,Monday,17,4,0
63357,April,Tuesday,6,4,1
63475,April,Tuesday,8,4,1
63652,April,Tuesday,9,4,1
63661,April,Tuesday,9,4,1
64092,April,Tuesday,17,4,1
64938,April,Wednesday,17,4,2
66477,April,Friday,12,4,4
66556,April,Friday,15,4,4
67345,April,Saturday,12,4,5
67396,April,Saturday,13,4,5
67929,April,Sunday,8,4,6
68290,April,Sunday,11,4,6
68469,April,Sunday,15,4,6
68479,April,Sunday,16,4,6
68501,April,Sunday,16,4,6
68851,April,Monday,8,4,0
69998,April,Tuesday,11,4,1
70163,April,Tuesday,15,4,1
70317,April,Wednesday,6,4,2
70358,April,Wednesday,6,4,2
70700,April,Wednesday,9,4,2
70725,April,Wednesday,9,4,2
70850,April,Wednesday,10,4,2
71012,April,Wednesday,13,4,2
71559,April,Thursday,9,4,3
71754,April,Thursday,10,4,3
71769,April,Thursday,11,4,3
72902,April,Saturday,6,4,5
73088,April,Saturday,8,4,5
73296,April,Saturday,11,4,5
73728,April,Sunday,6,4,6
73869,April,Sunday,8,4,6
74175,April,Sunday,11,4,6
74476,April,Sunday,18,4,6
75932,April,Tuesday,12,4,1
76003,April,Tuesday,13,4,1
76310,April,Wednesday,6,4,2
77147,April,Wednesday,18,4,2
77152,April,Wednesday,18,4,2
77736,April,Thursday,11,4,3
77828,April,Thursday,13,4,3
77831,April,Thursday,13,4,3
78019,April,Thursday,17,4,3
78288,April,Friday,8,4,4
78375,April,Friday,10,4,4
78871,April,Friday,18,4,4
80455,May,Monday,8,5,0
80829,May,Monday,13,5,0
81077,May,Monday,15,5,0
81296,May,Monday,17,5,0
81763,May,Tuesday,12,5,1
83231,May,Wednesday,16,5,2
83296,May,Wednesday,16,5,2
83872,May,Thursday,12,5,3
83997,May,Thursday,13,5,3
84089,May,Thursday,14,5,3
84110,May,Thursday,14,5,3
84784,May,Friday,10,5,4
84911,May,Friday,11,5,4
85380,May,Friday,16,5,4
85869,May,Saturday,11,5,5
86476,May,Saturday,17,5,5
86707,May,Sunday,6,5,6
88568,May,Monday,14,5,0
89302,May,Tuesday,9,5,1
89523,May,Tuesday,10,5,1
89755,May,Tuesday,14,5,1
89860,May,Tuesday,17,5,1
90968,May,Wednesday,15,5,2
91044,May,Wednesday,17,5,2
91184,May,Thursday,6,5,3
91213,May,Thursday,6,5,3
91631,May,Thursday,9,5,3
92655,May,Friday,9,5,4
93138,May,Friday,17,5,4
93424,May,Saturday,8,5,5
94065,May,Saturday,13,5,5
94490,May,Sunday,8,5,6
96263,May,Monday,12,5,0
96984,May,Tuesday,8,5,1
97652,May,Tuesday,15,5,1
97675,May,Tuesday,16,5,1
97697,May,Tuesday,16,5,1
97861,May,Wednesday,6,5,2
97881,May,Wednesday,6,5,2
98419,May,Wednesday,10,5,2
98511,May,Wednesday,11,5,2
98655,May,Wednesday,13,5,2
99617,May,Thursday,11,5,3
99852,May,Thursday,15,5,3
100065,May,Friday,6,5,4
100114,May,Friday,6,5,4
100567,May,Friday,9,5,4
100590,May,Friday,9,5,4
100959,May,Friday,13,5,4
101605,May,Saturday,8,5,5
101752,May,Saturday,9,5,5
101986,May,Saturday,10,5,5
102009,May,Saturday,11,5,5
102310,May,Saturday,17,5,5
102945,May,Sunday,10,5,6
103500,May,Monday,6,5,0
104040,May,Monday,11,5,0
104081,May,Monday,11,5,0
104652,May,Tuesday,6,5,1
104835,May,Tuesday,8,5,1
105208,May,Tuesday,11,5,1
105552,May,Tuesday,17,5,1
105584,May,Tuesday,18,5,1
105852,May,Wednesday,8,5,2
106806,May,Thursday,6,5,3
106991,May,Thursday,8,5,3
107384,May,Thursday,12,5,3
107433,May,Thursday,12,5,3
107451,May,Thursday,13,5,3
107839,May,Friday,6,5,4
108064,May,Friday,8,5,4
108527,May,Friday,13,5,4
108798,May,Friday,17,5,4
108834,May,Friday,18,5,4
108843,May,Friday,18,5,4
109395,May,Saturday,10,5,5
109582,May,Saturday,11,5,5
109695,May,Saturday,13,5,5
109920,May,Saturday,17,5,5
110240,May,Sunday,8,5,6
110667,May,Sunday,14,5,6
111012,May,Sunday,18,5,6
111199,May,Monday,8,5,0
111864,May,Monday,17,5,0
113200,May,Wednesday,8,5,2
113888,May,Wednesday,16,5,2
114068,June,Thursday,8,6,3
114474,June,Thursday,13,6,3
114749,June,Thursday,15,6,3
114979,June,Thursday,17,6,3
115511,June,Friday,12,6,4
115588,June,Friday,13,6,4
115678,June,Friday,13,6,4
116770,June,Saturday,12,6,5
117102,June,Saturday,16,6,5
117821,June,Sunday,12,6,6
117946,June,Sunday,13,6,6
118039,June,Sunday,14,6,6
118137,June,Sunday,15,6,6
118360,June,Sunday,17,6,6
118765,June,Monday,10,6,0
118841,June,Monday,11,6,0
119806,June,Tuesday,9,6,1
119940,June,Tuesday,11,6,1
120603,June,Tuesday,17,6,1
120823,June,Wednesday,6,6,2
122406,June,Thursday,10,6,3
122729,June,Thursday,13,6,3
122794,June,Thursday,14,6,3
122932,June,Thursday,16,6,3
123609,June,Friday,9,6,4
123861,June,Friday,10,6,4
124132,June,Friday,14,6,4
124234,June,Friday,17,6,4
125439,June,Saturday,16,6,5
125628,June,Sunday,6,6,6
125659,June,Sunday,6,6,6
126085,June,Sunday,9,6,6
126097,June,Sunday,9,6,6
126157,June,Sunday,9,6,6
126689,June,Sunday,17,6,6
127279,June,Monday,9,6,0
128155,June,Tuesday,8,6,1
128870,June,Tuesday,13,6,1
130092,June,Wednesday,12,6,2
130216,June,Wednesday,15,6,2
130480,June,Thursday,6,6,3
131288,June,Thursday,12,6,3
132068,June,Friday,8,6,4
